,price,sqft_living,sqft_lot,floors,waterfront,view,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,sqft_living15,sqft_lot15,grade_4,grade_5,grade_6,grade_7,grade_8,grade_9,grade_10,grade_11,grade_12,bath_0.75,bath_1.0,bath_1.25,bath_1.5,bath_1.75,bath_2.0,bath_2.25,bath_2.5,bath_2.75,bath_3.0,bath_3.25,bath_3.5,cond_2,cond_3,cond_4,cond_5,bed_2,bed_3,bed_4,bed_5,bed_6,bed_7,bed_8,bed_9,bed_10,bed_11
16348,268000.0,1610,8416,1.0,0.0,0.0,1610,0.0,1994,0.0,98031,1600,8308,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
16354,315000.0,2340,6837,2.0,0.0,0.0,2340,0.0,1992,0.0,98030,1850,6209,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
16357,300000.0,1150,3927,2.0,0.0,0.0,1150,0.0,1982,0.0,98034,1400,3425,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
16358,299900.0,2330,7200,1.0,0.0,0.0,1560,770.0,1977,0.0,98023,2350,7600,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
16359,299000.0,2210,10119,1.0,0.0,0.0,1450,760.0,1966,0.0,98030,2110,10119,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
16360,265000.0,1900,10588,1.0,0.0,0.0,1900,0.0,1958,0.0,98002,1530,10587,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
16361,280000.0,1610,158558,1.5,0.0,0.0,1610,0.0,1948,0.0,98065,1800,3572,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
16364,219000.0,1370,5339,1.5,0.0,0.0,1370,0.0,1948,0.0,98168,1280,7048,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
16368,300000.0,910,7700,1.0,0.0,0.0,910,0.0,1971,0.0,98034,1250,7700,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
16380,254950.0,2180,8800,1.0,0.0,0.0,1170,0.0,1977,0.0,98038,1630,8800,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
16386,280000.0,2230,10160,1.0,0.0,0.0,1400,830.0,1968,0.0,98168,1740,10080,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
16387,308000.0,1630,11475,1.0,0.0,0.0,1330,300.0,1979,0.0,98045,1630,11475,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
16389,255000.0,1550,9720,1.0,0.0,0.0,1050,500.0,1976,0.0,98010,1550,9750,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
16393,279000.0,1840,7275,1.0,0.0,0.0,1090,750.0,1976,0.0,98031,1840,7275,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
16395,274950.0,1670,7415,1.0,0.0,0.0,1320,350.0,1987,0.0,98042,1650,8585,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
16398,305000.0,2370,10140,1.0,0.0,0.0,1460,910.0,1968,0.0,98001,1450,7800,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
16400,232000.0,1290,6604,1.0,0.0,0.0,1290,0.0,1984,0.0,98023,1440,6682,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
16401,250000.0,1800,2500,2.0,0.0,0.0,1800,0.0,2000,0.0,98108,1830,6900,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
16402,220000.0,1230,8917,1.0,0.0,0.0,1230,0.0,1966,0.0,98058,1420,7938,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
16405,206325.0,1720,10202,1.5,0.0,0.0,1720,0.0,1970,0.0,98058,1720,8478,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
16422,285000.0,800,6240,1.0,0.0,0.0,800,0.0,1954,0.0,98125,1530,8000,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
16435,265950.0,1490,3840,2.0,0.0,0.0,1490,0.0,2002,0.0,98042,2060,4384,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
16436,247500.0,700,6046,1.0,0.0,0.0,700,0.0,1950,0.0,98133,990,6790,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
16437,244000.0,1450,8960,1.0,0.0,0.0,1450,0.0,1943,0.0,98146,1160,7680,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
16447,189950.0,920,6460,1.0,0.0,0.0,920,0.0,1969,0.0,98042,920,4770,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
16449,209950.0,1660,8800,1.0,0.0,0.0,960,700.0,1963,0.0,98023,1370,10112,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
16460,270000.0,1010,9514,1.0,0.0,0.0,1010,0.0,1969,0.0,98059,1010,9514,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
16462,242000.0,1310,9645,1.0,0.0,0.0,1310,0.0,1979,0.0,98198,1440,9893,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
16487,286000.0,2190,8400,2.0,0.0,0.0,2190,0.0,1978,0.0,98023,2410,7700,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
16497,179900.0,1010,9920,1.0,0.0,0.0,1010,0.0,1977,0.0,98042,1270,9680,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
16499,310000.0,1890,6300,2.0,0.0,0.0,1890,0.0,2003,0.0,98038,2100,6525,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
16503,297000.0,1430,1650,3.0,0.0,0.0,1430,0.0,1999,0.0,98125,1430,1650,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
16506,252500.0,1030,6127,1.0,0.0,0.0,880,150.0,1947,0.0,98125,1610,6127,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
16511,179950.0,920,4875,1.0,0.0,0.0,920,0.0,1969,0.0,98042,960,5200,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
16517,225000.0,1650,7739,1.0,0.0,0.0,1290,360.0,1986,0.0,98003,1650,6033,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
16518,199000.0,1510,9100,1.0,0.0,0.0,1510,0.0,1966,0.0,98003,1180,7220,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
16521,261000.0,1810,29308,1.0,0.0,0.0,950,860.0,1983,0.0,98042,1790,37531,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
16531,269000.0,1320,2625,2.0,0.0,0.0,1320,0.0,1986,0.0,98133,1230,5250,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
16532,250000.0,1220,5038,1.0,0.0,0.0,1220,0.0,1942,0.0,98056,1140,5038,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
16535,219000.0,1080,10639,1.5,0.0,0.0,1080,0.0,1953,0.0,98002,1470,10600,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
16537,179000.0,720,8914,1.0,0.0,0.0,720,0.0,1949,0.0,98188,1100,8916,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
16538,302000.0,2030,9120,1.0,0.0,0.0,2030,0.0,1988,0.0,98003,1790,7627,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
16540,281700.0,1570,8316,1.0,0.0,0.0,1070,500.0,1962,0.0,98031,2030,8295,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
16545,300000.0,2850,9375,1.0,0.0,0.0,2240,610.0,1977,0.0,98055,1800,9375,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
16548,231000.0,1220,8817,1.0,0.0,0.0,1220,0.0,1978,0.0,98023,2000,8028,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
16552,209950.0,1380,11130,1.0,0.0,0.0,1380,0.0,1960,0.0,98003,1380,9200,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
16555,257000.0,1730,9516,1.0,0.0,0.0,1180,550.0,1978,0.0,98030,1870,8165,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
16564,235000.0,1920,9350,1.0,0.0,0.0,1000,920.0,1977,0.0,98002,1910,8400,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
16568,287600.0,1950,8251,2.0,0.0,0.0,1950,0.0,1990,0.0,98001,1540,8588,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
16582,304500.0,2030,5202,2.0,0.0,0.0,2030,0.0,2001,0.0,98031,2260,5232,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
16583,307000.0,1020,8484,1.0,0.0,0.0,1020,0.0,1949,0.0,98155,1180,9660,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
16590,293000.0,1130,8308,1.5,0.0,0.0,1130,0.0,1944,0.0,98166,1130,8652,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
16593,284000.0,1800,23103,1.0,0.0,0.0,1800,0.0,1968,0.0,98014,1410,18163,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
16603,275000.0,1290,11250,1.0,0.0,0.0,1290,0.0,1956,0.0,98166,1410,11196,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
16608,210000.0,1110,7962,1.0,0.0,0.0,1110,0.0,1962,0.0,98146,1200,8094,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
16609,258000.0,1790,7879,1.5,0.0,0.0,1790,0.0,1998,0.0,98001,1790,7879,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
16612,268000.0,1420,6000,1.0,0.0,0.0,1420,0.0,1941,0.0,98146,1480,6000,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
16616,241500.0,1310,7349,1.0,0.0,0.0,870,440.0,1995,0.0,98030,1690,6580,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
16617,300000.0,1380,12000,1.0,0.0,0.0,1380,0.0,1963,0.0,98031,1890,22001,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
16619,248500.0,1360,7293,2.0,0.0,0.0,1360,0.0,1988,0.0,98003,1540,7353,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
16630,265000.0,820,8423,1.0,0.0,2.0,820,0.0,1957,0.0,98055,1960,9140,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
16635,199500.0,920,9812,1.0,0.0,0.0,920,0.0,1962,0.0,98001,1188,9812,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
16645,220000.0,1660,15600,2.0,0.0,0.0,1660,0.0,1981,0.0,98001,1660,14400,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
16648,179900.0,1230,12000,1.0,0.0,0.0,1230,0.0,1970,0.0,98001,1550,12000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
16660,290000.0,2240,8162,2.0,0.0,0.0,1380,860.0,1946,0.0,98133,1550,8163,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
16666,265000.0,1630,5999,1.5,0.0,0.0,1630,0.0,1985,0.0,98198,1540,7500,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
16669,260000.0,980,1296,2.0,0.0,0.0,840,140.0,2001,0.0,98133,1100,1228,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
16673,261590.0,760,6407,1.0,0.0,0.0,760,0.0,1943,0.0,98178,1050,8580,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
16681,270000.0,1780,81021,1.0,0.0,3.0,1780,0.0,1954,0.0,98001,1780,26723,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
16682,312900.0,1630,4473,2.0,0.0,0.0,1630,0.0,2003,0.0,98038,1830,5082,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
16688,219000.0,809,940,2.0,0.0,0.0,809,0.0,2003,0.0,98136,1260,4240,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
16691,220000.0,580,7500,1.0,0.0,0.0,580,0.0,1943,0.0,98178,1700,11250,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
16693,269500.0,1140,74052,1.0,0.0,0.0,1140,0.0,1968,0.0,98022,1730,43560,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
16699,303697.0,2520,7334,1.0,0.0,0.0,1600,920.0,1955,0.0,98125,2040,7937,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
16707,220000.0,1090,6320,1.0,0.0,0.0,890,200.0,1954,0.0,98146,1460,7080,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
16711,157000.0,1080,6250,1.0,0.0,0.0,1080,0.0,1950,0.0,98168,1070,6250,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
16712,183000.0,870,5200,1.0,0.0,0.0,870,0.0,1969,0.0,98042,870,5200,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
16721,228500.0,1080,7486,1.5,0.0,0.0,990,90.0,1942,0.0,98146,1170,7800,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
16722,293000.0,1990,7577,2.0,0.0,0.0,1990,0.0,1990,0.0,98023,1900,7152,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
16724,226500.0,1640,10762,1.0,0.0,0.0,1130,510.0,1988,0.0,98042,1680,10259,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
16727,315000.0,1170,62290,2.0,0.0,0.0,1170,0.0,1986,0.0,98045,1810,42173,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
16730,292500.0,880,17743,1.0,0.0,0.0,880,0.0,1951,0.0,98031,1217,13000,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
16735,280000.0,1610,10022,2.0,0.0,0.0,1610,0.0,1996,0.0,98003,1820,10017,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
16738,260000.0,690,6000,1.0,0.0,0.0,690,0.0,1949,0.0,98118,840,3030,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
16751,239950.0,1068,1452,2.0,0.0,0.0,1068,0.0,1990,0.0,98028,1078,1357,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
16752,253000.0,1580,8240,1.0,0.0,0.0,1040,540.0,1978,0.0,98030,1480,9200,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
16757,246000.0,1440,10500,1.0,0.0,0.0,1130,310.0,1983,0.0,98023,1510,8125,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
16764,266500.0,1740,5460,1.0,0.0,0.0,1210,530.0,1998,0.0,98038,1740,7500,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
16767,243500.0,1610,6200,1.0,0.0,0.0,1610,0.0,1979,0.0,98198,1610,7500,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
16770,315000.0,1780,15114,1.0,0.0,0.0,1080,700.0,1980,0.0,98003,1792,10155,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
16779,217500.0,1070,8400,1.0,0.0,0.0,1070,0.0,1980,0.0,98031,1430,8190,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
16789,211000.0,1350,7620,1.0,0.0,0.0,1350,0.0,1941,0.0,98166,1350,7620,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
16797,295000.0,1690,8564,2.0,0.0,0.0,1690,0.0,1992,0.0,98038,1690,7532,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
16798,275250.0,1520,7199,2.0,0.0,0.0,1520,0.0,1992,0.0,98038,1410,6751,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
16799,250000.0,2040,5770,2.0,0.0,0.0,2040,0.0,1994,0.0,98038,1570,6753,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
16802,225000.0,2000,9202,2.0,0.0,0.0,2000,0.0,1992,0.0,98038,1750,7827,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
16810,179950.0,1130,5200,1.0,0.0,0.0,1130,0.0,1968,0.0,98042,1140,5200,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
16818,242000.0,1500,7560,1.0,0.0,0.0,1500,0.0,1979,0.0,98003,1500,7560,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
16821,217000.0,1340,4200,2.0,0.0,0.0,1340,0.0,2002,0.0,98002,990,4520,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
16826,241000.0,1520,7131,1.0,0.0,0.0,1520,0.0,1993,0.0,98023,1890,7379,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
16839,263000.0,1790,7485,1.0,0.0,0.0,1330,460.0,1979,0.0,98023,1970,8097,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
16843,290000.0,770,4800,1.0,0.0,0.0,770,0.0,1943,0.0,98136,1390,4800,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
16848,272450.0,1780,7332,2.0,0.0,0.0,1780,0.0,1987,0.0,98038,1510,7625,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
16850,261500.0,1410,8174,1.0,0.0,0.0,1410,0.0,1958,0.0,98056,1500,8058,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
16854,217000.0,870,5200,1.0,0.0,0.0,870,0.0,1969,0.0,98042,1020,5200,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
16856,160000.0,1540,7350,1.0,0.0,0.0,770,770.0,1969,0.0,98023,910,8000,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
16860,310000.0,1510,6000,1.0,0.0,0.0,1170,340.0,1953,0.0,98118,1125,6000,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
16872,187000.0,1050,2926,1.0,0.0,0.0,1050,0.0,1974,0.0,98198,1150,3802,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
16873,270000.0,1690,9583,1.0,0.0,0.0,1690,0.0,1969,0.0,98059,1690,9583,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
16883,234000.0,940,5375,1.0,0.0,0.0,940,0.0,1952,0.0,98198,1200,7500,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
16885,253500.0,1440,12040,1.0,0.0,0.0,1440,0.0,1959,0.0,98042,1720,12040,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
16891,296500.0,1770,6033,2.0,0.0,0.0,1770,0.0,1987,0.0,98042,1590,6510,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
16898,270000.0,1930,15000,1.0,0.0,0.0,1930,0.0,1946,0.0,98198,1620,7500,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
16899,275000.0,1190,27215,1.0,0.0,0.0,1190,0.0,1943,1989.0,98059,1450,56628,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
16900,287500.0,2240,6944,1.0,0.0,2.0,1310,930.0,1979,0.0,98001,1780,7477,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
